"Hora inicio","Hora fin","Título","Fecha inicio","Fecha fin","Canal"
"08:00:00","10:45:00","Historias cruzadas - Doblada Al Español","2012-08-23","2012-08-23","PP8T",
"10:45:00","13:45:00","Historias cruzadas - Doblada Al Español","2012-08-23","2012-08-23","PP8T",
"13:45:00","16:15:00","Historias cruzadas - Doblada Al Español","2012-08-23","2012-08-23","PP8T",
"16:15:00","19:00:00","Historias cruzadas - Doblada Al Español","2012-08-23","2012-08-23","PP8T",
"19:00:00","21:30:00","Historias cruzadas - Doblada Al Español","2012-08-23","2012-08-23","PP8T",
"21:30:00","00:15:00","Historias cruzadas - Doblada Al Español","2012-08-23","2012-08-24","PP8T",
"00:15:00","02:45:00","Historias cruzadas - Doblada Al Español","2012-08-24","2012-08-24","PP8T",
"02:45:00","05:30:00","Historias cruzadas - Doblada Al Español","2012-08-24","2012-08-24","PP8T",
"05:30:00","08:00:00","Historias cruzadas - Doblada Al Español","2012-08-24","2012-08-24","PP8T",
"08:00:00","10:45:00","Historias cruzadas - Doblada Al Español","2012-08-24","2012-08-24","PP8T",
"10:45:00","13:45:00","Historias cruzadas - Doblada Al Español","2012-08-24","2012-08-24","PP8T",
"13:45:00","16:15:00","Historias cruzadas - Doblada Al Español","2012-08-24","2012-08-24","PP8T",
"16:15:00","19:00:00","Historias cruzadas - Doblada Al Español","2012-08-24","2012-08-24","PP8T",
"19:00:00","21:30:00","Historias cruzadas - Doblada Al Español","2012-08-24","2012-08-24","PP8T",
"21:30:00","00:15:00","Historias cruzadas - Doblada Al Español","2012-08-24","2012-08-25","PP8T",
"00:15:00","02:45:00","Historias cruzadas - Doblada Al Español","2012-08-25","2012-08-25","PP8T",
"02:45:00","05:30:00","Historias cruzadas - Doblada Al Español","2012-08-25","2012-08-25","PP8T",
"05:30:00","08:00:00","Historias cruzadas - Doblada Al Español","2012-08-25","2012-08-25","PP8T",
"08:00:00","10:45:00","Historias cruzadas - Doblada Al Español","2012-08-25","2012-08-25","PP8T",
"10:45:00","13:45:00","Historias cruzadas - Doblada Al Español","2012-08-25","2012-08-25","PP8T",
"13:45:00","16:15:00","Historias cruzadas - Doblada Al Español","2012-08-25","2012-08-25","PP8T",
"16:15:00","19:00:00","Historias cruzadas - Doblada Al Español","2012-08-25","2012-08-25","PP8T",
"19:00:00","21:30:00","Historias cruzadas - Doblada Al Español","2012-08-25","2012-08-25","PP8T",
"21:30:00","00:15:00","Historias cruzadas - Doblada Al Español","2012-08-25","2012-08-26","PP8T",
"00:15:00","02:45:00","Historias cruzadas - Doblada Al Español","2012-08-26","2012-08-26","PP8T",
"02:45:00","05:30:00","Historias cruzadas - Doblada Al Español","2012-08-26","2012-08-26","PP8T",
"05:30:00","08:00:00","Historias cruzadas - Doblada Al Español","2012-08-26","2012-08-26","PP8T",
"08:00:00","10:45:00","Historias cruzadas - Doblada Al Español","2012-08-26","2012-08-26","PP8T",
"10:45:00","13:45:00","Historias cruzadas - Doblada Al Español","2012-08-26","2012-08-26","PP8T",
"13:45:00","16:15:00","Historias cruzadas - Doblada Al Español","2012-08-26","2012-08-26","PP8T",
"16:15:00","19:00:00","Historias cruzadas - Doblada Al Español","2012-08-26","2012-08-26","PP8T",
"19:00:00","21:30:00","Historias cruzadas - Doblada Al Español","2012-08-26","2012-08-26","PP8T",
"21:30:00","00:15:00","Historias cruzadas - Doblada Al Español","2012-08-26","2012-08-27","PP8T",
"00:15:00","02:45:00","Historias cruzadas - Doblada Al Español","2012-08-27","2012-08-27","PP8T",
"02:45:00","05:30:00","Historias cruzadas - Doblada Al Español","2012-08-27","2012-08-27","PP8T",
"05:30:00","08:00:00","Historias cruzadas - Doblada Al Español","2012-08-27","2012-08-27","PP8T",
"08:00:00","10:45:00","Historias cruzadas - Doblada Al Español","2012-08-27","2012-08-27","PP8T",
"10:45:00","13:45:00","Historias cruzadas - Doblada Al Español","2012-08-27","2012-08-27","PP8T",
"13:45:00","16:15:00","Historias cruzadas - Doblada Al Español","2012-08-27","2012-08-27","PP8T",
"16:15:00","19:00:00","Historias cruzadas - Doblada Al Español","2012-08-27","2012-08-27","PP8T",
"19:00:00","21:30:00","Historias cruzadas - Doblada Al Español","2012-08-27","2012-08-27","PP8T",
"21:30:00","00:15:00","Historias cruzadas - Doblada Al Español","2012-08-27","2012-08-28","PP8T",
"00:15:00","02:45:00","Historias cruzadas - Doblada Al Español","2012-08-28","2012-08-28","PP8T",
"02:45:00","05:30:00","Historias cruzadas - Doblada Al Español","2012-08-28","2012-08-28","PP8T",
"05:30:00","08:00:00","Historias cruzadas - Doblada Al Español","2012-08-28","2012-08-28","PP8T",
"08:00:00","10:45:00","Historias cruzadas - Doblada Al Español","2012-08-28","2012-08-28","PP8T",
"10:45:00","13:45:00","Historias cruzadas - Doblada Al Español","2012-08-28","2012-08-28","PP8T",
"13:45:00","16:15:00","Historias cruzadas - Doblada Al Español","2012-08-28","2012-08-28","PP8T",
"16:15:00","19:00:00","Historias cruzadas - Doblada Al Español","2012-08-28","2012-08-28","PP8T",
"19:00:00","21:30:00","Historias cruzadas - Doblada Al Español","2012-08-28","2012-08-28","PP8T",
"21:30:00","00:15:00","Historias cruzadas - Doblada Al Español","2012-08-28","2012-08-29","PP8T",
"00:15:00","02:45:00","Historias cruzadas - Doblada Al Español","2012-08-29","2012-08-29","PP8T",
"02:45:00","05:30:00","Historias cruzadas - Doblada Al Español","2012-08-29","2012-08-29","PP8T",
"05:30:00","08:00:00","Historias cruzadas - Doblada Al Español","2012-08-29","2012-08-29","PP8T",
"08:00:00","10:45:00","Historias cruzadas - Doblada Al Español","2012-08-29","2012-08-29","PP8T",
"10:45:00","13:45:00","Historias cruzadas - Doblada Al Español","2012-08-29","2012-08-29","PP8T",
"13:45:00","16:15:00","Historias cruzadas - Doblada Al Español","2012-08-29","2012-08-29","PP8T",
"16:15:00","19:00:00","Historias cruzadas - Doblada Al Español","2012-08-29","2012-08-29","PP8T",
"19:00:00","21:30:00","Historias cruzadas - Doblada Al Español","2012-08-29","2012-08-29","PP8T",
"21:30:00","00:15:00","Historias cruzadas - Doblada Al Español","2012-08-29","2012-08-30","PP8T",
"00:15:00","02:45:00","Historias cruzadas - Doblada Al Español","2012-08-30","2012-08-30","PP8T",
"02:45:00","05:30:00","Historias cruzadas - Doblada Al Español","2012-08-30","2012-08-30","PP8T",
"05:30:00","08:00:00","Historias cruzadas - Doblada Al Español","2012-08-30","2012-08-30","PP8T",
"08:00:00","10:45:00","Historias cruzadas - Doblada Al Español","2012-08-30","2012-08-30","PP8T",
"10:45:00","13:45:00","Historias cruzadas - Doblada Al Español","2012-08-30","2012-08-30","PP8T",
"13:45:00","16:15:00","Historias cruzadas - Doblada Al Español","2012-08-30","2012-08-30","PP8T",
"16:15:00","19:00:00","Historias cruzadas - Doblada Al Español","2012-08-30","2012-08-30","PP8T",
"19:00:00","21:30:00","Historias cruzadas - Doblada Al Español","2012-08-30","2012-08-30","PP8T",
"21:30:00","00:15:00","Historias cruzadas - Doblada Al Español","2012-08-30","2012-08-31","PP8T",
"00:15:00","02:45:00","Historias cruzadas - Doblada Al Español","2012-08-31","2012-08-31","PP8T",
"02:45:00","05:30:00","Historias cruzadas - Doblada Al Español","2012-08-31","2012-08-31","PP8T",
"05:30:00","08:00:00","Historias cruzadas - Doblada Al Español","2012-08-31","2012-08-31","PP8T",
"08:00:00","10:45:00","Historias cruzadas - Doblada Al Español","2012-08-31","2012-08-31","PP8T",
"10:45:00","13:45:00","Historias cruzadas - Doblada Al Español","2012-08-31","2012-08-31","PP8T",
"13:45:00","16:15:00","Historias cruzadas - Doblada Al Español","2012-08-31","2012-08-31","PP8T",
"16:15:00","19:00:00","Historias cruzadas - Doblada Al Español","2012-08-31","2012-08-31","PP8T",
"19:00:00","21:30:00","Historias cruzadas - Doblada Al Español","2012-08-31","2012-08-31","PP8T",
"21:30:00","00:15:00","Historias cruzadas - Doblada Al Español","2012-08-31","2012-09-01","PP8T",
"00:15:00","02:45:00","Historias cruzadas - Doblada Al Español","2012-09-01","2012-09-01","PP8T",
"02:45:00","05:30:00","Historias cruzadas - Doblada Al Español","2012-09-01","2012-09-01","PP8T",
"05:30:00","08:00:00","Historias cruzadas - Doblada Al Español","2012-09-01","2012-09-01","PP8T",
"08:00:00","10:45:00","Historias cruzadas - Doblada Al Español","2012-09-01","2012-09-01","PP8T",
"10:45:00","13:45:00","Historias cruzadas - Doblada Al Español","2012-09-01","2012-09-01","PP8T",
"13:45:00","16:15:00","Historias Cruzadas - Doblada Al Español","2012-09-01","2012-09-01","PP8T",
"16:15:00","19:00:00","Historias Cruzadas - Doblada Al Español","2012-09-01","2012-09-01","PP8T",
"19:00:00","21:30:00","Historias Cruzadas - Doblada Al Español","2012-09-01","2012-09-01","PP8T",
"21:30:00","00:15:00","Historias Cruzadas - Doblada Al Español","2012-09-01","2012-09-02","PP8T",
"00:15:00","02:45:00","Historias Cruzadas - Doblada Al Español","2012-09-02","2012-09-02","PP8T",
"02:45:00","05:30:00","Historias Cruzadas - Doblada Al Español","2012-09-02","2012-09-02","PP8T",
"05:30:00","08:00:00","Historias Cruzadas - Doblada Al Español","2012-09-02","2012-09-02","PP8T",
"08:00:00","10:45:00","Historias Cruzadas - Doblada Al Español","2012-09-02","2012-09-02","PP8T",
"10:45:00","13:45:00","Historias Cruzadas - Doblada Al Español","2012-09-02","2012-09-02","PP8T",
"13:45:00","16:15:00","Historias Cruzadas - Doblada Al Español","2012-09-02","2012-09-02","PP8T",
"16:15:00","19:00:00","Historias Cruzadas - Doblada Al Español","2012-09-02","2012-09-02","PP8T",
"19:00:00","21:30:00","Historias Cruzadas - Doblada Al Español","2012-09-02","2012-09-02","PP8T",
"21:30:00","00:15:00","Historias Cruzadas - Doblada Al Español","2012-09-02","2012-09-03","PP8T",
"00:15:00","02:45:00","Historias Cruzadas - Doblada Al Español","2012-09-03","2012-09-03","PP8T",
"02:45:00","05:30:00","Historias Cruzadas - Doblada Al Español","2012-09-03","2012-09-03","PP8T",
"05:30:00","08:00:00","Historias Cruzadas - Doblada Al Español","2012-09-03","2012-09-03","PP8T",
"08:00:00","10:45:00","Historias Cruzadas - Doblada Al Español","2012-09-03","2012-09-03","PP8T",
"10:45:00","13:45:00","Historias Cruzadas - Doblada Al Español","2012-09-03","2012-09-03","PP8T",
"13:45:00","16:15:00","Historias Cruzadas - Doblada Al Español","2012-09-03","2012-09-03","PP8T",
"16:15:00","19:00:00","Historias Cruzadas - Doblada Al Español","2012-09-03","2012-09-03","PP8T",
"19:00:00","21:30:00","Historias Cruzadas - Doblada Al Español","2012-09-03","2012-09-03","PP8T",
"21:30:00","00:15:00","Historias Cruzadas - Doblada Al Español","2012-09-03","2012-09-04","PP8T",
"00:15:00","02:45:00","Historias Cruzadas - Doblada Al Español","2012-09-04","2012-09-04","PP8T",
"02:45:00","05:30:00","Historias Cruzadas - Doblada Al Español","2012-09-04","2012-09-04","PP8T",
"05:30:00","08:00:00","Historias Cruzadas - Doblada Al Español","2012-09-04","2012-09-04","PP8T",
"08:00:00","10:45:00","Historias Cruzadas - Doblada Al Español","2012-09-04","2012-09-04","PP8T",
"10:45:00","13:45:00","Historias Cruzadas - Doblada Al Español","2012-09-04","2012-09-04","PP8T",
"13:45:00","16:15:00","Historias Cruzadas - Doblada Al Español","2012-09-04","2012-09-04","PP8T",
"16:15:00","19:00:00","Historias Cruzadas - Doblada Al Español","2012-09-04","2012-09-04","PP8T",
"19:00:00","21:30:00","Historias Cruzadas - Doblada Al Español","2012-09-04","2012-09-04","PP8T",
"21:30:00","00:15:00","Historias Cruzadas - Doblada Al Español","2012-09-04","2012-09-05","PP8T",
"00:15:00","02:45:00","Historias Cruzadas - Doblada Al Español","2012-09-05","2012-09-05","PP8T",
"02:45:00","05:30:00","Historias Cruzadas - Doblada Al Español","2012-09-05","2012-09-05","PP8T",
"05:30:00","08:00:00","Historias Cruzadas - Doblada Al Español","2012-09-05","2012-09-05","PP8T",
"08:00:00","10:45:00","Historias Cruzadas - Doblada Al Español","2012-09-05","2012-09-05","PP8T",
"10:45:00","13:45:00","Historias Cruzadas - Doblada Al Español","2012-09-05","2012-09-05","PP8T",
"13:45:00","16:15:00","Historias Cruzadas - Doblada Al Español","2012-09-05","2012-09-05","PP8T",
"16:15:00","19:00:00","Historias Cruzadas - Doblada Al Español","2012-09-05","2012-09-05","PP8T",
"19:00:00","21:30:00","Historias Cruzadas - Doblada Al Español","2012-09-05","2012-09-05","PP8T",
"21:30:00","00:15:00","Historias Cruzadas - Doblada Al Español","2012-09-05","2012-09-06","PP8T",
"00:15:00","02:45:00","Historias Cruzadas - Doblada Al Español","2012-09-06","2012-09-06","PP8T",
"02:45:00","05:30:00","Historias Cruzadas - Doblada Al Español","2012-09-06","2012-09-06","PP8T",
"05:30:00","08:00:00","Historias Cruzadas - Doblada Al Español","2012-09-06","2012-09-06","PP8T",
"08:00:00","10:45:00","Historias Cruzadas - Doblada Al Español","2012-09-06","2012-09-06","PP8T",
"10:45:00","13:45:00","Historias Cruzadas - Doblada Al Español","2012-09-06","2012-09-06","PP8T",
"13:45:00","16:15:00","Historias Cruzadas - Doblada Al Español","2012-09-06","2012-09-06","PP8T",
"16:15:00","19:00:00","Historias Cruzadas - Doblada Al Español","2012-09-06","2012-09-06","PP8T",
"19:00:00","21:30:00","Historias Cruzadas - Doblada Al Español","2012-09-06","2012-09-06","PP8T",
"21:30:00","00:15:00","Historias Cruzadas - Doblada Al Español","2012-09-06","2012-09-07","PP8T",
"00:15:00","02:45:00","Historias Cruzadas - Doblada Al Español","2012-09-07","2012-09-07","PP8T",
"02:45:00","05:30:00","Historias Cruzadas - Doblada Al Español","2012-09-07","2012-09-07","PP8T",
"05:30:00","08:00:00","Historias Cruzadas - Doblada Al Español","2012-09-07","2012-09-07","PP8T",
"08:00:00","10:45:00","Historias Cruzadas - Doblada Al Español","2012-09-07","2012-09-07","PP8T",
"10:45:00","13:45:00","Historias Cruzadas - Doblada Al Español","2012-09-07","2012-09-07","PP8T",
"13:45:00","16:15:00","Historias Cruzadas - Doblada Al Español","2012-09-07","2012-09-07","PP8T",
"16:15:00","19:00:00","Historias Cruzadas - Doblada Al Español","2012-09-07","2012-09-07","PP8T",
"19:00:00","21:30:00","Historias Cruzadas - Doblada Al Español","2012-09-07","2012-09-07","PP8T",
"21:30:00","00:15:00","Historias Cruzadas - Doblada Al Español","2012-09-07","2012-09-08","PP8T",
"00:15:00","02:45:00","Historias Cruzadas - Doblada Al Español","2012-09-08","2012-09-08","PP8T",
"02:45:00","05:30:00","Historias Cruzadas - Doblada Al Español","2012-09-08","2012-09-08","PP8T",
"05:30:00","08:00:00","Historias Cruzadas - Doblada Al Español","2012-09-08","2012-09-08","PP8T",
"08:00:00","10:45:00","Historias Cruzadas - Doblada Al Español","2012-09-08","2012-09-08","PP8T",
"10:45:00","13:45:00","Historias Cruzadas - Doblada Al Español","2012-09-08","2012-09-08","PP8T",
"13:45:00","16:15:00","Historias Cruzadas - Doblada Al Español","2012-09-08","2012-09-08","PP8T",
"16:15:00","19:00:00","Historias Cruzadas - Doblada Al Español","2012-09-08","2012-09-08","PP8T",
"19:00:00","21:30:00","Historias Cruzadas - Doblada Al Español","2012-09-08","2012-09-08","PP8T",
"21:30:00","00:15:00","Historias Cruzadas - Doblada Al Español","2012-09-08","2012-09-09","PP8T",
"00:15:00","02:45:00","Historias Cruzadas - Doblada Al Español","2012-09-09","2012-09-09","PP8T",
"02:45:00","05:30:00","Historias Cruzadas - Doblada Al Español","2012-09-09","2012-09-09","PP8T",
"05:30:00","08:00:00","Historias Cruzadas - Doblada Al Español","2012-09-09","2012-09-09","PP8T",
"08:00:00","10:45:00","Historias Cruzadas - Doblada Al Español","2012-09-09","2012-09-09","PP8T",
"10:45:00","13:45:00","Historias Cruzadas - Doblada Al Español","2012-09-09","2012-09-09","PP8T",
"13:45:00","16:15:00","Historias Cruzadas - Doblada Al Español","2012-09-09","2012-09-09","PP8T",
"16:15:00","19:00:00","Historias Cruzadas - Doblada Al Español","2012-09-09","2012-09-09","PP8T",
"19:00:00","21:30:00","Historias Cruzadas - Doblada Al Español","2012-09-09","2012-09-09","PP8T",
"21:30:00","00:15:00","Historias Cruzadas - Doblada Al Español","2012-09-09","2012-09-10","PP8T",
"00:15:00","02:45:00","Historias Cruzadas - Doblada Al Español","2012-09-10","2012-09-10","PP8T",
"02:45:00","05:30:00","Historias Cruzadas - Doblada Al Español","2012-09-10","2012-09-10","PP8T",
"05:30:00","08:00:00","Historias Cruzadas - Doblada Al Español","2012-09-10","2012-09-10","PP8T",
"08:00:00","10:45:00","Historias Cruzadas - Doblada Al Español","2012-09-10","2012-09-10","PP8T",
"10:45:00","13:45:00","Historias Cruzadas - Doblada Al Español","2012-09-10","2012-09-10","PP8T",
"13:45:00","16:15:00","Historias Cruzadas - Doblada Al Español","2012-09-10","2012-09-10","PP8T",
"16:15:00","19:00:00","Historias Cruzadas - Doblada Al Español","2012-09-10","2012-09-10","PP8T",
"19:00:00","21:30:00","Historias Cruzadas - Doblada Al Español","2012-09-10","2012-09-10","PP8T",
"21:30:00","00:15:00","Historias Cruzadas - Doblada Al Español","2012-09-10","2012-09-11","PP8T",
"00:15:00","02:45:00","Historias Cruzadas - Doblada Al Español","2012-09-11","2012-09-11","PP8T",
"02:45:00","05:30:00","Historias Cruzadas - Doblada Al Español","2012-09-11","2012-09-11","PP8T",
"05:30:00","08:00:00","Historias Cruzadas - Doblada Al Español","2012-09-11","2012-09-11","PP8T",
"08:00:00","10:45:00","Historias Cruzadas - Doblada Al Español","2012-09-11","2012-09-11","PP8T",
"10:45:00","13:45:00","Historias Cruzadas - Doblada Al Español","2012-09-11","2012-09-11","PP8T",
"13:45:00","16:15:00","Historias Cruzadas - Doblada Al Español","2012-09-11","2012-09-11","PP8T",
"16:15:00","19:00:00","Historias Cruzadas - Doblada Al Español","2012-09-11","2012-09-11","PP8T",
"19:00:00","21:30:00","Historias Cruzadas - Doblada Al Español","2012-09-11","2012-09-11","PP8T",
"21:30:00","00:15:00","Historias Cruzadas - Doblada Al Español","2012-09-11","2012-09-12","PP8T",
"00:15:00","02:45:00","Historias Cruzadas - Doblada Al Español","2012-09-12","2012-09-12","PP8T",
"02:45:00","05:30:00","Historias Cruzadas - Doblada Al Español","2012-09-12","2012-09-12","PP8T",
"05:30:00","08:00:00","Historias Cruzadas - Doblada Al Español","2012-09-12","2012-09-12","PP8T",
"08:00:00","10:45:00","Historias Cruzadas - Doblada Al Español","2012-09-12","2012-09-12","PP8T",
"10:45:00","13:45:00","Historias Cruzadas - Doblada Al Español","2012-09-12","2012-09-12","PP8T",
"13:45:00","16:15:00","John Carter - Entre Dos Mundos - Doblada Al Español","2012-09-12","2012-09-12","PP8T",
"16:15:00","19:00:00","John Carter - Entre Dos Mundos - Doblada Al Español","2012-09-12","2012-09-12","PP8T",
"19:00:00","21:30:00","John Carter - Entre Dos Mundos - Doblada Al Español","2012-09-12","2012-09-12","PP8T",
"21:30:00","00:15:00","John Carter - Entre Dos Mundos - Doblada Al Español","2012-09-12","2012-09-13","PP8T",
"00:15:00","02:45:00","John Carter - Entre Dos Mundos - Doblada Al Español","2012-09-13","2012-09-13","PP8T",
"02:45:00","05:30:00","John Carter - Entre Dos Mundos - Doblada Al Español","2012-09-13","2012-09-13","PP8T",
"05:30:00","08:00:00","John Carter - Entre Dos Mundos - Doblada Al Español","2012-09-13","2012-09-13","PP8T",
"08:00:00","10:45:00","John Carter - Entre Dos Mundos - Doblada Al Español","2012-09-13","2012-09-13","PP8T",
"10:45:00","13:45:00","John Carter - Entre Dos Mundos - Doblada Al Español","2012-09-13","2012-09-13","PP8T",
"13:45:00","16:15:00","John Carter - Entre Dos Mundos - Doblada Al Español","2012-09-13","2012-09-13","PP8T",
"16:15:00","19:00:00","John Carter - Entre Dos Mundos - Doblada Al Español","2012-09-13","2012-09-13","PP8T",
"19:00:00","21:30:00","John Carter - Entre Dos Mundos - Doblada Al Español","2012-09-13","2012-09-13","PP8T",
"21:30:00","00:15:00","John Carter - Entre Dos Mundos - Doblada Al Español","2012-09-13","2012-09-14","PP8T",
"00:15:00","02:45:00","John Carter - Entre Dos Mundos - Doblada Al Español","2012-09-14","2012-09-14","PP8T",
"02:45:00","05:30:00","John Carter - Entre Dos Mundos - Doblada Al Español","2012-09-14","2012-09-14","PP8T",
"05:30:00","08:00:00","John Carter - Entre Dos Mundos - Doblada Al Español","2012-09-14","2012-09-14","PP8T",
"08:00:00","10:45:00","John Carter - Entre Dos Mundos - Doblada Al Español","2012-09-14","2012-09-14","PP8T",
"10:45:00","13:45:00","John Carter - Entre Dos Mundos - Doblada Al Español","2012-09-14","2012-09-14","PP8T",
"13:45:00","16:15:00","John Carter - Entre Dos Mundos - Doblada Al Español","2012-09-14","2012-09-14","PP8T",
"16:15:00","19:00:00","John Carter - Entre Dos Mundos - Doblada Al Español","2012-09-14","2012-09-14","PP8T",
"19:00:00","21:30:00","John Carter - Entre Dos Mundos - Doblada Al Español","2012-09-14","2012-09-14","PP8T",
"21:30:00","00:15:00","John Carter - Entre Dos Mundos - Doblada Al Español","2012-09-14","2012-09-15","PP8T",
"00:15:00","02:45:00","John Carter - Entre Dos Mundos - Doblada Al Español","2012-09-15","2012-09-15","PP8T",
"02:45:00","05:30:00","John Carter - Entre Dos Mundos - Doblada Al Español","2012-09-15","2012-09-15","PP8T",
"05:30:00","08:00:00","John Carter - Entre Dos Mundos - Doblada Al Español","2012-09-15","2012-09-15","PP8T",
"08:00:00","10:45:00","John Carter - Entre Dos Mundos - Doblada Al Español","2012-09-15","2012-09-15","PP8T",
"10:45:00","13:45:00","John Carter - Entre Dos Mundos - Doblada Al Español","2012-09-15","2012-09-15","PP8T",
"13:45:00","16:15:00","John Carter - Entre Dos Mundos - Doblada Al Español","2012-09-15","2012-09-15","PP8T",
"16:15:00","19:00:00","John Carter - Entre Dos Mundos - Doblada Al Español","2012-09-15","2012-09-15","PP8T",
"19:00:00","21:30:00","John Carter - Entre Dos Mundos - Doblada Al Español","2012-09-15","2012-09-15","PP8T",
"21:30:00","00:15:00","John Carter - Entre Dos Mundos - Doblada Al Español","2012-09-15","2012-09-16","PP8T",
"00:15:00","02:45:00","John Carter - Entre Dos Mundos - Doblada Al Español","2012-09-16","2012-09-16","PP8T",
"02:45:00","05:30:00","John Carter - Entre Dos Mundos - Doblada Al Español","2012-09-16","2012-09-16","PP8T",
"05:30:00","08:00:00","John Carter - Entre Dos Mundos - Doblada Al Español","2012-09-16","2012-09-16","PP8T",
"08:00:00","10:45:00","John Carter - Entre Dos Mundos - Doblada Al Español","2012-09-16","2012-09-16","PP8T",
"10:45:00","13:45:00","John Carter - Entre Dos Mundos - Doblada Al Español","2012-09-16","2012-09-16","PP8T",
"13:45:00","16:15:00","John Carter - Entre Dos Mundos - Doblada Al Español","2012-09-16","2012-09-16","PP8T",
"16:15:00","19:00:00","John Carter - Entre Dos Mundos - Doblada Al Español","2012-09-16","2012-09-16","PP8T",
"19:00:00","21:30:00","John Carter - Entre Dos Mundos - Doblada Al Español","2012-09-16","2012-09-16","PP8T",
"21:30:00","00:15:00","John Carter - Entre Dos Mundos - Doblada Al Español","2012-09-16","2012-09-17","PP8T",
"00:15:00","02:45:00","John Carter - Entre Dos Mundos - Doblada Al Español","2012-09-17","2012-09-17","PP8T",
"02:45:00","05:30:00","John Carter - Entre Dos Mundos - Doblada Al Español","2012-09-17","2012-09-17","PP8T",
"05:30:00","08:00:00","John Carter - Entre Dos Mundos - Doblada Al Español","2012-09-17","2012-09-17","PP8T",
"08:00:00","10:45:00","John Carter - Entre Dos Mundos - Doblada Al Español","2012-09-17","2012-09-17","PP8T",
"10:45:00","13:45:00","John Carter - Entre Dos Mundos - Doblada Al Español","2012-09-17","2012-09-17","PP8T",
"13:45:00","16:15:00","John Carter - Entre Dos Mundos - Doblada Al Español","2012-09-17","2012-09-17","PP8T",
"16:15:00","19:00:00","John Carter - Entre Dos Mundos - Doblada Al Español","2012-09-17","2012-09-17","PP8T",
"19:00:00","21:30:00","John Carter - Entre Dos Mundos - Doblada Al Español","2012-09-17","2012-09-17","PP8T",
"21:30:00","00:15:00","John Carter - Entre Dos Mundos - Doblada Al Español","2012-09-17","2012-09-18","PP8T",
"00:15:00","02:45:00","John Carter - Entre Dos Mundos - Doblada Al Español","2012-09-18","2012-09-18","PP8T",
"02:45:00","05:30:00","John Carter - Entre Dos Mundos - Doblada Al Español","2012-09-18","2012-09-18","PP8T",
"05:30:00","08:00:00","John Carter - Entre Dos Mundos - Doblada Al Español","2012-09-18","2012-09-18","PP8T",
"08:00:00","10:45:00","John Carter - Entre Dos Mundos - Doblada Al Español","2012-09-18","2012-09-18","PP8T",
